timestamp,num1,operator,num2,timetaken,got_wrong,ranked,game_time,key_strokes
1694917328.27191,759,/,11,15.2,False,False,0
1694917329.653003,4,+,11,1.381,False,False,0
1694917331.6668632,97,-,16,2.014,False,False,0
1694917338.372208,78,+,68,6.705,False,False,0
1694917340.021666,27,+,25,1.649,False,False,0
1694917341.639662,17,-,77,1.618,False,False,0
1694917344.6092749,6,*,35,2.969,False,False,0
1694917346.203713,7,*,40,1.594,False,False,0
1694917408.5035021,165,/,5,7.063,False,False,0
1694917409.994743,620,/,10,1.491,False,False,0
1694917435.766407,12,*,37,25.772,True,False,0
1694917450.8461099,1164,/,12,15.08,False,False,0
1694917460.1265988,819,/,9,9.28,False,False,0
1694917461.174721,76,-,73,1.048,False,False,0
1694917462.843445,224,/,4,1.669,False,False,0
1694917466.951967,371,/,7,4.108,False,False,0
1694917468.671371,63,-,6,1.719,False,False,0
1694917470.009341,72,-,61,1.338,False,False,0
1694917473.0357969,49,+,56,3.026,False,False,0
1694917475.313864,141,/,3,2.278,False,False,0
1694917477.412759,84,+,81,2.099,False,False,0
1694917479.218063,10,-,73,1.805,False,False,0
1694917482.1013172,27,+,37,2.883,False,False,0
1694917483.060349,67,-,64,0.959,False,False,0
1694917485.103982,76,+,12,2.044,False,False,0
1694917499.5605109,301,/,7,14.456,False,False,0
1694917503.399604,11,*,52,3.839,False,False,0
1694917504.503602,11,*,20,1.104,False,False,0
1694917508.672255,97,+,45,4.169,False,False,0
1694917510.598999,6,*,40,1.927,True,False,0
1694917514.5438972,6,*,72,3.945,True,False,0
1694917518.4580731,17,+,92,3.914,True,False,0
1694917519.728983,7,*,100,1.271,False,False,0
1694917523.351798,176,/,11,3.623,False,False,0
1694917532.763149,492,/,6,9.411,False,False,0
1694917534.340697,3,+,89,1.577,False,False,0
1694917535.486486,92,-,94,1.146,False,False,0
1694917536.855902,36,/,6,1.369,False,False,0
1694917538.302758,8,-,36,1.447,False,False,0
1694917542.526117,86,-,38,4.223,False,False,0
1694917543.3713658,144,/,12,0.845,False,False,0
1694917546.629023,78,-,59,3.258,False,False,0
1694917548.015976,200,/,10,1.387,False,False,0
1694917550.63376,4,*,62,2.618,False,False,0
1694917554.223592,39,+,21,3.59,False,False,0
1694917562.121871,264,/,8,7.898,False,False,0
1694917566.707715,110,/,5,4.586,False,False,0
1694917569.7550862,5,*,47,3.047,False,False,0
1694917571.486432,65,-,31,1.731,False,False,0
1694917574.524759,2,*,99,3.038,False,False,0
1694917576.4537768,74,-,33,1.929,False,False,0
1694917578.0698829,21,+,57,1.616,False,False,0
1694917583.6220832,160,/,5,5.552,False,False,0
1694917586.41103,2,*,87,2.789,False,False,0
1694917590.504409,78,+,74,4.093,False,False,0
1694917628.372802,68,-,3,2.386,False,False,0
1694917629.529856,5,*,10,1.157,False,False,0
1694917700.3786082,6,*,82,3.92,False,False,0
1694917701.268564,10,-,6,0.89,False,False,0
1694917704.6537302,7,-,15,3.385,False,False,0
1694917744.680105,12,*,33,12.646,False,False,0
1694917745.955507,85,-,50,1.275,False,False,0
1694917747.462882,44,+,66,1.507,False,False,0
1694917750.389642,58,+,78,2.926,False,False,0
1694917752.052958,2,*,81,1.663,False,False,0
1694917754.3263628,52,-,95,2.273,False,False,0
1694917756.9191868,28,-,79,2.593,False,False,0
1694917764.311927,387,/,9,7.392,False,False,0
1694917765.4206111,30,+,51,1.108,False,False,0
1694917779.741565,9,*,43,14.321,False,False,0
1694917785.6350532,370,/,5,5.893,False,False,0
1694917788.5769322,6,*,9,2.942,False,False,0
1694917796.142113,89,-,97,7.565,True,False,0
1694917800.583672,13,+,27,4.441,False,False,0
1694917827.623837,3,+,16,1.355,False,False,0
1694917829.7728472,4,*,43,2.149,False,False,0
1694917834.580205,12,*,31,4.807,False,False,0
1694917851.341707,430,/,5,3.994,False,False,0
1694917856.065655,82,+,29,4.723,True,False,0
1694917860.300781,9,*,91,4.235,False,False,0
1694917862.221428,91,-,21,1.92,False,False,0
1694917863.1296792,25,-,4,0.908,False,False,0
1694917864.467179,41,-,51,1.337,False,False,0
1694917870.623927,108,/,3,6.157,False,False,0
1694917873.7218392,37,+,49,3.098,False,False,0
1694917875.398633,168,/,8,1.676,False,False,0
1694917880.856986,759,/,11,5.458,False,False,0
1694917885.263236,207,/,9,4.406,False,False,0
1694917892.946363,201,/,3,7.683,False,False,0
1694917909.268497,9,*,39,16.322,True,False,0
1694917911.361349,830,/,10,2.093,False,False,0
1694917913.272459,82,-,87,1.911,False,False,0
1694917916.139752,4,*,14,2.867,False,False,0
1694917921.8823009,7,*,62,5.742,False,False,0
1694917924.470567,5,-,92,2.588,False,False,0
1694917926.863347,184,/,8,2.392,False,False,0
1694917928.289505,55,+,100,1.426,False,False,0
1694917931.01724,29,-,44,2.727,False,False,0
1694917935.1379719,82,+,59,4.12,False,False,0
1694917936.213119,7,*,10,1.075,False,False,0
1694917951.2206259,6,*,87,15.007,True,False,0
1694917952.307264,18,/,3,1.086,False,False,0
1694917955.279118,98,+,46,2.972,False,False,0
1694917956.5816472,60,+,22,1.302,False,False,0
1694917957.7272809,53,-,53,1.145,False,False,0
1694917964.0698838,429,/,11,6.342,False,False,0
1694917967.0595899,85,-,13,2.989,False,False,0
1694917972.0389628,81,+,95,4.979,False,False,0
1694917974.6320698,29,-,38,2.593,False,False,0
1694917975.865325,12,+,60,1.233,False,False,0
1694917978.054121,2,*,31,2.188,True,False,0
1694917978.8679218,19,-,17,0.813,False,False,0
1694917979.906284,120,/,3,1.038,False,False,0
1694917982.744263,97,+,15,2.838,False,False,0
1694917985.670444,87,+,22,2.926,False,False,0
1694917988.8183172,26,-,82,3.148,False,False,0
1694917990.2176309,34,+,6,1.399,False,False,0
1694917992.525438,52,+,18,2.308,False,False,0
1694917994.5418649,102,/,3,2.016,False,False,0
1694917998.546221,36,-,79,4.004,True,False,0
1694918001.548373,88,-,96,3.002,False,False,0
1694918007.8114738,81,-,94,6.263,False,False,0
1694918013.176165,235,/,5,5.364,False,False,0
1694918014.427201,30,-,17,1.251,False,False,0
1694918016.365657,30,-,62,1.938,False,False,0
1694918021.2329721,19,+,89,4.867,True,False,0
1694918022.967995,51,+,37,1.735,False,False,0
1694918024.329911,6,*,30,1.362,False,False,0
1694918026.707861,8,*,58,2.378,False,False,0
1694918101.6781068,12,*,86,74.97,True,False,0
1694918161.763244,8,-,54,3.337,False,False,0
1694918197.0166552,95,+,35,2.666,True,False,0
1694918198.889368,11,-,80,1.872,False,False,0
1694918201.059433,22,/,11,2.17,False,False,0
1694918205.687538,31,-,50,4.628,False,False,0
1694918210.357007,99,+,15,4.669,False,False,0
1694918211.862111,50,+,95,1.505,False,False,0
1694918219.9864252,828,/,12,8.124,False,False,0
1694918221.395228,70,-,71,1.409,False,False,0
1694918223.883324,39,+,55,2.488,False,False,0
1694918225.942318,23,+,60,2.059,False,False,0
1694918228.748317,36,-,93,2.806,False,False,0
1694918231.1756139,29,+,84,2.427,False,False,0
1694918266.3704162,512,/,8,35.195,False,False,0
1694918269.835207,56,-,82,3.465,False,False,0
1694918270.816242,72,/,9,0.981,False,False,0
1694918271.8927429,6,*,12,1.076,False,False,0
1694918279.110386,682,/,11,7.217,False,False,0
1694918284.03841,56,-,8,4.928,True,False,0
1694918285.646177,35,+,41,1.607,False,False,0
1694918287.230012,11,-,70,1.584,False,False,0
1694918293.814368,360,/,5,6.584,False,False,0
1694918295.2339299,34,-,21,1.419,False,False,0
1694918314.7493892,888,/,12,19.515,False,False,0
1694919752.5315259,2,*,26,1.372,False,False,0
1694919757.750113,11,*,75,5.218,False,False,0
1694919760.653592,5,*,17,2.903,False,False,0
1694919765.383317,126,/,7,4.729,False,False,0
1694919768.706475,26,-,42,3.323,False,False,0
1694919772.252629,4,*,40,3.546,False,False,0
1694919774.343161,18,+,15,2.09,True,False,0
1694919776.636023,2,*,61,2.293,False,False,0
1694919780.4314291,86,-,17,3.795,False,False,0
1694919793.250741,12,*,91,12.819,False,False,0
1694919799.5322502,252,/,7,6.281,False,False,0
1694919807.673902,171,/,9,8.141,False,False,0
1694919809.665727,410,/,10,1.992,False,False,0
1694919814.1783848,7,*,91,4.512,False,False,0
1694919815.553565,89,-,9,1.375,False,False,0
1694919817.800461,9,+,46,2.247,True,False,0
1694919821.1646872,88,+,31,3.364,False,False,0
1694919825.4145012,94,-,18,4.25,False,False,0
1694919826.736556,580,/,10,1.322,False,False,0
1694919827.9665668,26,+,10,1.23,False,False,0
1694919832.911189,63,+,88,4.944,False,False,0
1694919837.679042,385,/,7,4.768,False,False,0
1694919842.44224,67,-,91,4.763,True,False,0
1694919869.262906,306,/,9,26.82,False,False,0
1694922673.2463381,816,/,12,9.411,False,False,0
1694922675.880957,38,+,48,2.634,False,False,0
1694922677.633267,98,+,41,1.752,False,False,0
1694922680.302013,54,-,78,2.668,False,False,0
1694922699.608557,7,*,89,19.306,False,False,0
1694922701.369049,2,*,97,1.76,False,False,0
1694922702.56471,100,-,46,1.195,False,False,0
1694922704.9999769,4,*,87,2.435,False,False,0
1694922707.181361,172,/,2,2.181,False,False,0
1694922711.4107351,186,/,3,4.229,False,False,0
1694922714.8304682,6,*,93,3.419,False,False,0
1694922716.368215,78,-,28,1.537,False,False,0
1694922717.517993,210,/,3,1.149,False,False,0
1694922739.2984588,12,*,97,21.78,False,False,0
1694922741.567658,33,+,37,2.269,False,False,0
1694922744.494763,42,+,76,2.927,False,False,0
1694922746.369395,37,+,54,1.874,False,False,0
1694922749.406346,781,/,11,3.036,False,False,0
1694922759.414612,12,*,47,10.008,False,False,0
1694922760.520597,30,+,7,1.105,False,False,0
1694922762.147925,13,+,70,1.627,False,False,0
1694922763.026067,3,*,6,0.878,False,False,0
1694922764.690763,11,-,32,1.664,False,False,0
1694922769.602713,432,/,8,4.912,False,False,0
1694922772.3313909,2,-,48,2.728,True,False,0
1694922776.751471,294,/,6,4.42,False,False,0
1694922785.6878269,414,/,9,8.936,False,False,0
1694922788.208135,204,/,6,2.52,False,False,0
1694922790.461714,82,+,58,2.253,False,False,0
1694922791.895684,10,*,86,1.434,False,False,0
1694922793.284137,660,/,10,1.388,False,False,0
1694922795.897155,58,-,67,2.612,False,False,0
1694922797.643986,40,+,45,1.746,False,False,0
1694925634.781088,608,/,8,17.226,False,False,0
1694925638.3308978,6,*,41,3.549,True,False,0
1694925639.9145658,590,/,10,1.583,False,False,0
1694925641.068606,300,/,6,1.154,False,False,0
1694925652.5915918,85,-,79,11.523,True,False,0
1694933904.6893709,71,-,87,8.441,False,False,0
1694933909.55817,448,/,7,4.868,False,False,0
1694933918.1475542,7,*,43,8.589,True,False,0
1694933923.221366,4,*,99,5.074,False,False,0
1694933926.5343392,23,-,9,3.312,False,False,0
1694933933.316364,11,*,27,6.782,False,False,0
1694933935.389869,78,+,100,2.073,True,False,0
1694933938.243385,69,-,12,2.853,False,False,0
1694933939.529016,10,*,79,1.285,False,False,0
1694933950.907336,15,-,64,11.378,False,False,0
1694933952.85719,25,+,71,1.949,False,False,0
1694933954.612847,22,+,15,1.755,False,False,0
1694933956.232142,95,-,35,1.619,False,False,0
1694933957.3796291,20,+,35,1.147,False,False,0
1694933959.9857762,17,+,79,2.606,False,False,0
1694933965.412003,11,*,69,5.426,False,False,0
1694933966.641193,66,-,67,1.229,False,False,0
1694933967.622674,570,/,10,0.981,False,False,0
1694933981.44507,312,/,8,13.822,False,False,0
1694933983.184567,52,+,14,1.739,False,False,0
1694933986.119669,62,-,18,2.935,False,False,0
1694933987.381242,104,/,2,1.261,False,False,0
1694933989.434035,44,-,23,2.052,True,False,0
1694933993.8109188,6,*,74,4.377,False,False,0
1694933994.8199308,36,/,9,1.008,False,False,0
1694933997.34747,574,/,7,2.527,False,False,0
1694933998.5097349,10,*,27,1.162,False,False,0
1694934004.7420852,6,*,39,6.232,False,False,0
1694934008.331508,39,+,78,3.589,False,False,0
1694934009.432778,35,+,6,1.101,False,False,0
1694934012.134839,840,/,12,2.702,False,False,0
1694934014.450233,64,+,81,2.315,False,False,0
1694934041.152108,296,/,8,26.701,False,False,0
1694934042.634557,85,+,14,1.482,False,False,0
1694934045.4571671,4,*,48,2.822,False,False,0
1694934046.2868311,11,+,8,0.829,False,False,0
1694934053.9323142,34,-,42,7.645,True,False,0
1694934054.991541,13,-,6,1.059,False,False,0
1694934395.342988,41,+,44,1.675,False,False,0
1694934397.642278,63,-,87,2.299,False,False,0
1694934398.552753,52,-,50,0.91,False,False,0
1694934432.2796001,1001,/,11,33.726,False,False,0
1694934434.367106,14,-,20,2.087,False,False,0
1694934439.050654,215,/,5,4.683,False,False,0
1694934441.560516,98,+,89,2.509,False,False,0
1694934442.749728,61,+,8,1.189,False,False,0
1694934444.843759,680,/,10,2.094,False,False,0
1694934446.994299,34,+,71,2.15,False,False,0
1694934448.5819972,6,*,4,1.587,False,False,0
1694935062.55217,81,-,9,2.584,False,False,0
1694935066.287724,66,+,78,3.735,False,False,0
1694935085.699834,12,*,87,19.412,False,False,0
1694935086.8482938,630,/,9,1.148,False,False,0
1694935087.984632,10,*,38,1.136,False,False,0
1694935089.371944,400,/,5,1.387,False,False,0
1694935091.3883038,48,+,14,2.016,False,False,0
1694935095.2979798,531,/,9,3.909,False,False,0
1694935096.962878,23,+,62,1.665,False,False,0
1694935098.2480159,46,-,26,1.285,False,False,0
1694965258.6197739,35,+,42,2.833,False,False,0
1694965263.6142552,88,+,94,4.994,False,False,0
1694965265.571685,8,*,15,1.957,False,False,0
1694965266.941466,95,-,45,1.369,False,False,0
1694965269.035008,49,+,21,2.093,False,False,0
1694965271.210273,5,*,16,2.175,False,False,0
1694965272.6472619,420,/,7,1.437,False,False,0
1694965277.190149,5,*,88,4.543,False,False,0
1694965282.1245928,96,+,47,4.934,True,False,0
1694965283.33896,2,*,73,1.214,False,False,0
1694965285.935091,81,+,23,2.596,False,False,0
1694965287.169596,12,+,87,1.234,False,False,0
1694965287.972851,8,*,10,0.803,False,False,0
1694965292.324202,81,-,37,4.351,False,False,0
1694965293.2830029,11,*,6,0.958,False,False,0
1694965301.2279098,83,-,59,7.945,True,False,0
1694965305.3588312,68,+,75,4.131,False,False,0
1694965307.0500119,27,+,99,1.691,False,False,0
1694965308.720661,2,*,58,1.67,False,False,0
1694965312.3560362,6,*,17,3.635,False,False,0
1694965322.9825559,203,/,7,10.626,False,False,0
1694965328.8884149,68,+,95,5.906,True,False,0
1694965330.9639108,12,+,52,2.075,False,False,0
1694965332.7856991,88,-,58,1.822,False,False,0
1694965338.818519,312,/,8,6.033,False,False,0
1694965341.006546,7,*,82,2.188,False,False,0
1694965343.3099551,71,-,24,2.303,False,False,0
1694992943.853889,2,*,78,1.889,False,False,0
1694992950.6624582,12,*,63,6.808,False,False,0
1694992951.8515599,33,+,6,1.189,False,False,0
1694992953.400008,4,*,64,1.548,False,False,0
1694992955.087189,88,+,84,1.687,False,False,0
1694992957.2896252,43,+,86,2.202,False,False,0
1694992958.858745,10,*,37,1.569,False,False,0
1694992963.301331,265,/,5,4.442,False,False,0
1694992966.301928,24,+,29,3.0,False,False,0
1694992967.4538581,3,+,60,1.152,False,False,0
1694992969.6000588,11,+,92,2.146,False,False,0
1694992978.9474912,8,*,48,9.347,False,False,0
1694992983.854646,11,*,73,4.907,False,False,0
1694992999.0991292,6,*,36,15.244,True,False,0
1695033001.490013,468,/,6,4.178,False,False,0
1695033009.53322,765,/,9,8.043,False,False,0
1695033015.602303,6,*,91,6.069,False,False,0
1695033017.5798159,47,-,53,1.977,False,False,0
1695033020.886934,7,*,65,3.307,False,False,0
1695033022.6930199,88,-,60,1.806,False,False,0
1695033024.196979,305,/,5,1.504,False,False,0
1695033027.0034719,86,/,2,2.806,False,False,0
1695033030.0539331,7,*,55,3.05,False,False,0
1695033031.0065138,54,+,10,0.952,False,False,0
1695033035.680692,474,/,6,4.674,False,False,0
1695033039.044439,8,*,43,3.364,False,False,0
1695033040.1550589,24,/,12,1.111,False,False,0
1695033063.2289898,912,/,12,23.074,False,False,0
1695033065.588376,81,-,94,2.359,False,False,0
1695033067.1914508,2,*,29,1.603,False,False,0
1695033071.810124,67,-,41,4.619,False,False,0
1695033073.377277,3,+,47,1.567,False,False,0
1695033076.63453,54,+,59,3.257,False,False,0
1695033078.25632,432,/,6,1.622,False,False,0
1695033079.384029,210,/,10,1.128,False,False,0
1695033081.164098,99,+,38,1.78,False,False,0
1695033090.079516,25,-,75,8.915,True,False,0
1695033091.367829,52,-,20,1.288,False,False,0
1695033095.130568,88,+,75,3.763,False,False,0
1695033099.167795,574,/,7,4.037,False,False,0
1695033100.545922,182,/,2,1.378,False,False,0
1695033103.1906629,219,/,3,2.645,False,False,0
1695033105.204843,24,+,71,2.014,False,False,0
1695033106.443584,11,*,40,1.239,False,False,0
1695033110.677276,75,-,49,4.234,False,False,0
1695033112.637811,57,-,12,1.96,False,False,0
1695033114.2092009,64,-,66,1.571,False,False,0
1695033117.148969,75,-,58,2.94,False,False,0
1695033119.5239391,6,*,21,2.375,False,False,0
1695033924.001793,99,+,67,2.227,False,False,0
1695033928.03943,8,*,82,4.037,False,False,0
1695033961.5368981,42,-,49,2.922,True,False,0
1695033962.624686,297,/,3,1.088,False,False,0
1695034066.5422232,4,*,72,2.961,False,True,120
1695034070.091973,14,+,33,3.549,True,True,120
1695034071.393184,81,+,44,1.301,False,True,120
1695034075.077735,68,+,46,3.684,True,True,120
1695034076.3791091,25,-,50,1.301,False,True,120
1695034077.924644,40,-,46,1.545,False,True,120
1695034079.761942,99,-,4,1.837,False,True,120
1695034081.75516,20,-,60,1.993,False,True,120
1695034083.160574,33,+,41,1.405,False,True,120
1695034086.148349,26,+,19,2.988,False,True,120
1695034087.520972,12,*,50,1.372,False,True,120
1695034088.33587,2,*,12,0.815,False,True,120
1695034089.884792,9,*,7,1.549,True,True,120
1695034091.42255,93,-,22,1.538,False,True,120
1695034093.1162062,8,-,64,1.693,False,True,120
1695034094.461663,64,/,8,1.345,False,True,120
1695034095.77898,64,-,61,1.317,True,True,120
1695034098.467996,51,-,66,2.689,False,True,120
1695034100.79422,72,+,44,2.326,False,True,120
1695034101.928843,14,-,19,1.134,False,True,120
1695034104.456776,3,*,19,2.528,False,True,120
1695034106.7955892,45,-,88,2.339,False,True,120
1695034110.586693,595,/,7,3.791,False,True,120
1695034114.842966,9,*,93,4.256,False,True,120
1695034124.690024,9,*,97,9.847,True,True,120
1695034127.92254,6,*,58,3.232,False,True,120
1695034131.661591,88,-,33,3.739,True,True,120
1695034134.157512,6,*,74,2.496,False,True,120
1695034136.7171142,27,-,89,2.559,False,True,120
1695034140.522845,7,*,85,3.806,False,True,120
1695034143.3559198,84,+,85,2.833,False,True,120
1695034146.624452,8,*,62,3.268,False,True,120
1695034148.8813891,40,-,93,2.257,False,True,120
1695034151.392385,648,/,8,2.511,False,True,120
1695034155.730206,92,-,36,4.338,True,True,120
1695034159.589667,150,/,6,3.859,False,True,120
1695034161.031113,10,*,36,1.441,False,True,120
1695034162.434261,98,+,5,1.403,False,True,120
1695034165.2646358,366,/,6,2.83,False,True,120
1695034167.15008,66,+,28,1.885,False,True,120
1695034169.71951,2,*,73,2.569,False,True,120
1695034174.956173,756,/,9,5.237,False,True,120
1695034178.320342,59,+,66,3.364,False,True,120
1695034180.194518,3,+,28,1.874,False,True,120
1695034182.519535,3,*,57,2.325,False,True,120
1695034676.225339,19,-,46,2.641,False,False,120
1695096921.26276,18,+,60,1.333,False,False,0
1695096922.493686,69,-,61,1.231,False,False,0
1695096923.591958,460,/,10,1.098,False,False,0
1695096927.449187,11,*,52,3.857,False,False,0
1695096934.983424,34,-,57,7.534,True,False,0
1695096937.55532,97,-,63,2.572,False,False,0
1695096942.117516,6,*,39,4.562,False,False,0
1695096948.204797,9,*,58,6.087,False,False,0
1695096949.341621,40,+,26,1.137,False,False,0
1695096950.393347,79,-,9,1.052,False,False,0
1695096951.266984,500,/,10,0.873,False,False,0
1695096952.800438,9,*,22,1.533,False,False,0
1695096954.838531,55,+,67,2.038,False,False,0
1695096957.114558,92,-,65,2.276,False,False,0
1695096958.8082402,55,+,82,1.694,False,False,0
1695096959.95875,870,/,10,1.15,False,False,0
1695096963.769003,75,+,22,3.81,False,False,0
1695096970.133756,3,*,86,6.365,True,False,0
1695096973.85296,9,*,91,3.719,False,False,0
1695096974.718005,4,*,5,0.865,False,False,0
1695096980.354688,255,/,3,5.636,False,False,0
1695096985.54465,504,/,6,5.19,False,False,0
1695096987.4042869,720,/,12,1.859,False,False,0
1695096989.959553,53,+,86,2.555,False,False,0
1695096993.118747,3,-,31,3.159,True,False,0
1695097002.391545,776,/,8,9.273,False,False,0
1695097009.523456,513,/,9,7.132,False,False,0
1695097011.1584709,10,*,62,1.635,False,False,0
1695097015.147269,124,/,4,3.989,False,False,0
1695097016.2108722,92,-,2,1.063,False,False,0
1695097024.539757,7,*,96,8.329,False,False,0
1695097029.7840168,609,/,7,5.244,False,False,0
1695097037.536762,192,/,4,7.753,False,False,0
1695097038.924126,8,*,90,1.387,False,False,0
1695097043.441665,37,+,36,4.517,True,False,0
1695097044.4900842,8,*,4,1.048,False,False,0
1695097162.6426501,11,*,83,15.562,True,False,0
1695097165.1500502,84,+,51,2.507,False,False,0
1695097170.55727,6,*,64,5.407,True,False,0
1695097173.851567,132,/,4,3.294,False,False,0
1695097175.599584,60,-,63,1.748,False,False,0
1695097176.402587,80,/,10,0.803,False,False,0
1695097178.612728,28,-,55,2.21,False,False,0
1695097185.568892,1164,/,12,6.956,False,False,0
1695097186.934349,39,-,5,1.365,False,False,0
1695097188.474781,79,-,19,1.54,False,False,0
1695098178.995508,11,*,91,4.424,False,False,0
1695098194.272833,8,*,84,15.277,True,False,0
1695098196.8088331,6,-,62,2.536,False,False,0
1695098198.192001,600,/,10,1.383,False,False,0
1695098201.207577,68,-,15,3.015,False,False,0
1695098202.586411,8,*,70,1.379,False,False,0
1695098205.559823,65,+,73,2.973,False,False,0
1695098217.5355442,49,-,64,11.975,True,False,0
1695098219.471704,99,-,12,1.936,False,False,0
1695098221.398514,38,+,78,1.927,False,False,0
1695098223.307638,26,+,25,1.909,False,False,0
1695098225.672034,114,/,2,2.364,False,False,0
1695098229.986718,228,/,6,4.314,False,False,0
1695098237.718197,6,*,87,7.731,True,False,0
1695098249.400461,9,*,86,11.682,True,False,0
1695098253.028414,88,+,29,3.628,False,False,0
1695098257.459862,11,*,58,4.431,False,False,0
1695098262.222464,53,-,39,4.762,True,False,0
1695098266.1020002,72,/,4,3.879,False,False,0
1695098268.539532,252,/,6,2.437,False,False,0
1695098272.4639611,34,-,58,3.924,True,False,0
1695098276.835235,9,*,27,4.371,False,False,0
1695098279.009686,21,-,78,2.174,False,False,0
1695098280.351656,20,+,63,1.342,False,False,0
1695098284.0544581,60,+,57,3.703,True,False,0
1695109084.533013,45,+,30,1.332,False,False,0
1695109146.311571,12,*,12,2.045,False,False,0
1695109147.089174,14,/,7,0.777,False,False,0
1695109148.8141592,14,+,23,1.725,False,False,0
1695109149.6421251,28,/,7,0.828,False,False,0
1695109152.431777,45,+,67,2.789,False,False,0
1695109156.4611242,407,/,11,4.029,False,False,0
1695109159.002045,177,/,3,2.541,False,False,0
1695109168.555488,506,/,11,9.553,False,False,0
1695109194.6745229,286,/,11,26.119,False,False ,0
1695109301.501296,25,-,99,2.229,False,False,0
1695109303.232692,94,/,2,1.731,False,False,0
1695109304.144736,8,*,2,0.912,False,False,0
1695109306.8260338,23,+,79,2.681,True,False,0
1695109310.312234,11,*,52,3.486,False,False,0
1695109313.1201909,81,-,92,2.808,False,False,0
1695109315.500055,4,*,56,2.38,False,False,0
1695109317.508181,98,-,2,2.008,True,False,0
1695109321.031927,53,-,81,3.524,False,False,0
1695109323.597506,5,*,88,2.565,False,False,0
